id,exam,domain,difficulty,question,A,B,C,D,answer,explanation,reference,tags
"SB-466","Study","Domain 4/5/6 - Integrated Assessment","Elite","During Phase 2 testing, assessors confirm MFA on privileged accounts within the CUI enclave. Firewall logs reveal administrators routinely access the enclave through an unmanaged support network not shown in the scope diagrams. Which action is most appropriate?","Accept the tested enclave controls because MFA was verified","Reevaluate scope assumptions and assess whether the alternate path affects applicable objectives","Ignore the support network because it is used only by administrators","Defer the issue to Phase 4 reporting","B","Assessment conclusions should consider actual connectivity and access paths, not only documented architecture.","CAP v5.6.1; CMMC Assessment Scope Level 2","CAP|Scope Validation|IA|SC|Boundary"
"SB-467","Study","Domain 5 - CMMC Assessment Process","Elite","A control demonstration succeeds repeatedly, but SIEM records show the same control failed multiple times during normal operations over the previous month. Which factor should most influence the assessment conclusion?","The successful demonstration","Operational evidence reflecting actual implementation","The age of the SIEM records","Whether incidents resulted from the failures","B","Actual operational evidence carries greater weight than isolated demonstrations.","CAP v5.6.1; Assessment Guide Level 2","CAP|Evidence|Implementation|SI"
"SB-468","Study","Domain 6 - Scoping","Elite","A cloud identity provider stores no CUI but controls conditional access, MFA, and session restrictions for all CUI Assets. Which classification is most defensible?","Out-of-Scope because it stores no CUI","Security Protection Asset or relevant service dependency","Specialized Asset","Contractor Risk Managed Asset","B","Assets providing protection services to CUI Assets may be Security Protection Assets.","CMMC Assessment Scope Level 2","Scoping|SPA|Identity|Cloud"
"SB-469","Study","Domain 2 - Code of Professional Conduct","Elite","A Lead Assessor discovers that a team member previously implemented the controls under evaluation and failed to disclose the relationship. Which principle is most directly implicated?","Sampling sufficiency","Independence and objectivity","Boundary protection","Media accountability","B","Undisclosed implementation involvement may impair objectivity and should be addressed.","Code of Professional Conduct v2.4; CAP v5.6.1","CoPC|Objectivity|Conflict of Interest"
"SB-470","Study","Domain 5 - CMMC Assessment Process","Elite","Testing confirms secure remote access, but logs show administrators occasionally transfer CUI to unmanaged endpoints for troubleshooting. Which issue deserves the greatest scrutiny?","Whether remote sessions are encrypted","Whether actual workflows undermine protection objectives","Whether troubleshooting windows are approved","Whether endpoint ownership is documented","B","Assessment conclusions should reflect actual CUI handling and operational practices.","Assessment Guide Level 2; NIST SP 800-171 Rev.2","CAP|SC|MP|Operational Evidence"
"SB-471","Study","Domain 6 - Scoping","Elite","An engineering workstation accesses CUI repositories and performs code signing for systems processing CUI. The OSC classifies it as a CRMA because it stores no CUI locally. Which concern is strongest?","Code signing activities may affect system integrity and scope","CRMAs automatically inherit CUI protections","Local storage determines all scope decisions","Code signing is unrelated to CMMC","A","Assets affecting integrity of CUI systems may require inclusion within scope regardless of local storage.","CMMC Assessment Scope Level 2; Assessment Guide Level 2","Scoping|Integrity|Code Signing|CRMA"
"SB-472","Study","Domain 5 - CMMC Assessment Process","Elite","Current evidence supports account review practices, but historical records are unavailable because the organization changed ticketing systems. Which factor matters most?","Whether available evidence provides sufficient confidence in sustained implementation","The age of the previous system","Who approved the migration","Whether screenshots exist","A","Evidence sufficiency should be evaluated using available artifacts and context.","CAP v5.6.1","CAP|Evidence Sufficiency|Artifacts"
"SB-473","Study","Domain 3 - Governance and Source Documents","Elite","A vendor's architecture guide recommends treating a shared logging platform as Out-of-Scope. The recommendation conflicts with current CMMC scope guidance. Which source should carry the greatest weight?","Vendor architecture guidance","Current authoritative CMMC scoping guidance","Historical assessments","Internal engineering preferences","B","Authoritative source documents govern scope decisions when third-party guidance conflicts.","CCP Blueprint v7.4; CMMC Assessment Scope Level 2","Governance|Scoping|Source Hierarchy"
"SB-474","Study","Domain 4/5 - Integrated Assessment","Elite","Administrators use dedicated privileged accounts, but browser-based password managers synchronize those credentials to unmanaged personal devices. Policies prohibit the practice, yet logs confirm it occurs. Which conclusion is most appropriate?","Policies demonstrate effective implementation","Actual practices may undermine authentication and accountability objectives","Personal devices are outside assessment scope","Password managers are prohibited by definition","B","Assessment conclusions should reflect actual implementation rather than policy intent.","Assessment Guide Level 2; CAP v5.6.1","IA|Accountability|Evidence|Implementation"
"SB-475","Study","Domain 5/6 - Integrated Assessment","Elite","During Phase 2, assessors discover that an ESP-operated MDR platform can quarantine endpoints and change security policies for CUI Assets. The OSC excluded the platform because it stores no CUI. Which action is most appropriate?","Continue using the original scope because the platform stores no CUI","Reevaluate the scope and determine whether the MDR capability constitutes a Security Protection Asset","Ignore the MDR platform because it belongs to an ESP","Document the issue only if malware is detected","B","Security services with protective authority over CUI Assets may affect scope and assessment conclusions.","CAP v5.6.1; CMMC Assessment Scope Level 2","CAP|Scope Validation|ESP|SPA|MDR"
"SB-476","Study","Domain 5/6 - Integrated Assessment","Elite","During Phase 2, sampled systems demonstrate compliant vulnerability management. Near the end of the assessment, logs reveal an unplanned enclave inherited from an acquisition that receives CUI and has never been scanned. Management states integration is scheduled next quarter. Which consideration should most influence the conclusion?","Future integration plans","Scope completeness and sufficiency of evidence supporting the assessed environment","The number of assets in the enclave","The age of the acquisition","B","Assessment conclusions require confidence that all in-scope assets are represented. Future remediation plans do not substitute for current evidence.","CAP v5.6.1; CMMC Assessment Scope Level 2","CAP|Scope|Coverage|Evidence Sufficiency"
"SB-477","Study","Domain 5 - CMMC Assessment Process","Elite","A practice objective appears satisfied through interviews, screenshots, and policies. Independent log analysis reveals administrators routinely bypass the process through undocumented scripts. Which evidence principle should drive the conclusion?","Majority agreement among evidence sources","Actual operational evidence and reconciliation of contradictions","Management intent","Historical performance","B","Assessment conclusions should reflect implementation and operation rather than documented intent.","CAP v5.6.1; Assessment Guide Level 2","CAP|Contradictory Evidence|Implementation|Testing"
"SB-478","Study","Domain 2/5 - CoPC and Assessment","Elite","A Lead Assessor realizes a former consulting client under assessment implemented controls using recommendations the assessor personally provided. The assessor believes objectivity is unaffected because several years have passed. Which action best aligns with professional obligations?","Continue without disclosure","Disclose the prior relationship and manage potential objectivity concerns appropriately","Ignore the issue because no financial relationship exists","Delegate technical testing while retaining reporting authority","B","Independence and objectivity include both actual conflicts and the appearance of conflicts.","Code of Professional Conduct v2.4; CAP v5.6.1","CoPC|Conflict of Interest|Objectivity"
"SB-479","Study","Domain 6 - Scoping","Elite","A shared PAM platform stores no CUI but controls privileged access to all CUI Assets and can issue emergency credentials. The OSC marks the platform Out-of-Scope because no CUI files reside there. Which classification is most defensible?","Out-of-Scope","Security Protection Asset","Specialized Asset","CRMA","B","Protection assets are determined by the security functions they provide rather than by CUI storage alone.","CMMC Assessment Scope Level 2","Scoping|SPA|PAM|Privileged Access"
"SB-480","Study","Domain 5 - CMMC Assessment Process","Elite","An assessor discovers that screenshots supporting account reviews were recreated after deficiencies were identified. The recreated screenshots accurately represent current configurations. Which concern deserves greatest scrutiny?","Image resolution","Evidence integrity and authenticity","Password complexity","Retention settings","B","Even accurate recreated artifacts raise concerns regarding evidence integrity and traceability.","CAP v5.6.1","CAP|Evidence Integrity|Artifacts"
"SB-481","Study","Domain 4/5 - Integrated Assessment","Elite","Administrative accounts require MFA and testing validates compliance. Logs reveal a break-glass account was used multiple times during routine maintenance because MFA servers were inconvenient. Which factor should drive conclusions?","Password complexity requirements","Whether emergency mechanisms preserve the practice objective and accountability","The age of the break-glass account","The number of administrators","B","Routine use of emergency mechanisms may undermine authentication controls and accountability.","Assessment Guide Level 2; CAP v5.6.1","IA|MFA|Emergency Access|Evidence"
"SB-482","Study","Domain 5 - CMMC Assessment Process","Elite","Two assessors disagree about a weakness affecting a shared identity provider. One emphasizes the low probability of exploitation, while the other focuses on the provider's role supporting every CUI Asset. Which principle should guide resolution?","Likelihood of attack","Materiality relative to practice objectives and environment","Management preference","Historical incident frequency","B","Materiality is based on impact to objectives and scope rather than incident history alone.","CAP v5.6.1; Assessment Guide Level 2","CAP|Materiality|Identity"
"SB-483","Study","Domain 6 - Scoping","Elite","An MDR provider can terminate processes, isolate hosts, and disable accounts on CUI Assets. The OSC argues the service is Out-of-Scope because only alerts are retained. Which issue deserves greatest scrutiny?","Alert retention duration","Protective authority exercised over CUI Assets","Whether the service is cloud-hosted","Patch management procedures","B","Security services affecting CUI Asset operation are generally relevant to scope.","CMMC Assessment Scope Level 2","Scoping|ESP|SPA|MDR"
"SB-484","Study","Domain 5 - CMMC Assessment Process","Elite","Current testing validates secure media disposal. Historical records are missing because disposal vendors changed during migration. Interviews from multiple personnel align with the documented process. Which question is most important?","Whether evidence provides sufficient confidence in sustained implementation","Who approved the vendor change","Whether media labels were updated","The age of the retired vendor","A","Assessors should determine whether available evidence collectively supports confidence despite missing artifacts.","CAP v5.6.1","CAP|Evidence Sufficiency|Media Protection"
"SB-485","Study","Domain 1/2/5 - Ecosystem and Ethics","Elite","An OSC requests that assessors postpone documenting a material weakness because remediation funding has already been approved and public disclosure could affect contract negotiations. Which response best aligns with assessment and professional expectations?","Delay reporting until remediation is complete","Document findings based on evidence observed during the assessment","Report only if incidents occur","Allow the OSC to determine timing of material findings","B","Assessment conclusions and professional obligations require objective reporting based on evidence, independent of business pressures.","CAP v5.6.1; Code of Professional Conduct v2.4","CAP|Objectivity|Integrity|Reporting"
"SB-486","Study","Domain 5/6 - Integrated Assessment","Elite","During Phase 2, the assessment team validates access controls and MFA across all sampled CUI Assets. On the final day, administrators disclose a legacy jump server maintained by an ESP that provides emergency access to every enclave. No MFA is enforced because the ESP considers the server outside its contractual boundary. Which consideration should most influence the assessment?","The contractual responsibilities of the ESP","Whether the jump server affects scope completeness and materially impacts authentication objectives","The age of the jump server","Whether emergency access has been used recently","B","Assessment conclusions must consider actual access paths and scope completeness regardless of contractual assumptions.","CAP v5.6.1; CMMC Assessment Scope Level 2","CAP|Scope Validation|ESP|IA|Materiality"
"SB-487","Study","Domain 5 - CMMC Assessment Process","Elite","Policies, interviews, and demonstrations support a practice. Independent log reviews and ticket histories indicate personnel consistently bypass the documented process. Each evidence source appears credible. Which principle should govern the finding?","Majority agreement among evidence sources","Reconciliation based on objective evidence reflecting actual implementation","Management intent","Historical compliance reports","B","Assessment conclusions should prioritize evidence of actual operation and reconcile contradictory information.","CAP v5.6.1","CAP|Contradictory Evidence|Implementation|Objectivity"
"SB-488","Study","Domain 2/5 - CoPC and Assessment","Elite","A Lead Assessor realizes that an unresolved conflict of interest was discovered after evidence collection but before final reporting. The affected practice was evaluated by the assessor personally. Which action best aligns with professional and assessment expectations?","Retain the finding because evidence collection is complete","Disclose and address the conflict to preserve objectivity and confidence in conclusions","Ignore the issue because no bias has been demonstrated","Transfer only reporting activities to another team member","B","Objectivity includes addressing actual and perceived conflicts that may affect confidence in conclusions.","Code of Professional Conduct v2.4; CAP v5.6.1","CoPC|Objectivity|Conflict of Interest"
"SB-489","Study","Domain 6 - Scoping","Elite","A shared orchestration platform stores no CUI but can disable accounts, quarantine systems, and alter firewall rules affecting every CUI Asset. The OSC classifies it as Out-of-Scope because only metadata is retained. Which classification is most defensible?","Out-of-Scope","Security Protection Asset","Specialized Asset","CRMA","B","Scope classification depends upon security functions supporting CUI Assets rather than storage of CUI.","CMMC Assessment Scope Level 2","Scoping|SPA|SOAR|Security Functions"
"SB-490","Study","Domain 5 - CMMC Assessment Process","Elite","An OSC demonstrates successful account reviews during the assessment. Metadata later reveals supporting records were recreated after assessors requested evidence because originals were lost during migration. The recreated records appear accurate. Which concern deserves greatest scrutiny?","Password complexity","Evidence integrity and traceability","Retention schedules","Document naming conventions","B","Evidence authenticity and integrity are essential to confidence in conclusions.","CAP v5.6.1","CAP|Evidence Integrity|Artifacts"
"SB-491","Study","Domain 4/5 - Integrated Assessment","Elite","Privileged access controls appear fully implemented. Logs reveal administrators routinely share hardware tokens during after-hours maintenance to avoid delays. Policies prohibit the practice. Which factor should most influence the assessment?","Policy language","Actual implementation and accountability preservation","Token expiration periods","Maintenance schedules","B","Assessment conclusions should reflect operational behavior rather than documented intent.","Assessment Guide Level 2; CAP v5.6.1","IA|Accountability|Evidence|Implementation"
"SB-492","Study","Domain 5 - CMMC Assessment Process","Elite","A weakness affects a cloud identity provider supporting every enclave. One assessor argues exploitation likelihood is low, while another emphasizes the provider's centrality. Which principle should guide the conclusion?","Likelihood of attack","Materiality relative to assessment objectives and scope","Historical incidents","User convenience","B","Materiality depends on the significance of the affected capability rather than exploitation history.","CAP v5.6.1","CAP|Materiality|Identity|Scope"
"SB-493","Study","Domain 6 - Scoping","Elite","An ESP-operated backup platform stores encrypted CUI and performs restoration directly into CUI Assets. The OSC argues the service is Out-of-Scope because the ESP cannot decrypt backups. Which issue deserves greatest scrutiny?","Encryption algorithm strength","Whether storage and restoration functions bring the service within scope","Backup schedules","Vendor ownership","B","Encryption alone does not eliminate scope relevance when assets store or transmit CUI.","CMMC Assessment Scope Level 2","Scoping|ESP|Cloud|Backups|CUI Asset"
"SB-494","Study","Domain 5 - CMMC Assessment Process","Elite","Historical evidence supporting media sanitization is unavailable due to a vendor transition. Interviews, contracts, and current demonstrations align. Which question is most important?","Whether available evidence provides sufficient confidence in sustained implementation","Who negotiated the vendor agreement","How many devices were destroyed","Whether paper records exist","A","Assessors should evaluate the totality of evidence and determine whether confidence is sufficient despite missing artifacts.","CAP v5.6.1","CAP|Evidence Sufficiency|MP|Artifacts"
"SB-495","Study","Domain 1/2/5 - Ecosystem and Ethics","Elite","A client requests that assessors delay documenting a material deficiency until after contract award because remediation funding has already been approved. Management promises immediate correction. Which response best aligns with professional obligations and the assessment process?","Delay reporting until remediation is complete","Document conclusions based upon evidence observed during the assessment","Allow management to determine timing","Report only if exploitation occurs","B","Assessment findings should reflect objective evidence and not be influenced by business pressures or future intentions.","CAP v5.6.1; Code of Professional Conduct v2.4","CAP|Integrity|Objectivity|Reporting"
"SB-496","Study","Domains 2/5/6 - Integrated Assessment","Elite","During Phase 2, assessors validate MFA and privileged access controls throughout the sampled environment. On the final day, they discover an ESP-operated emergency administration platform capable of issuing password-only access to every enclave. Logs show the capability was exercised twice during the assessment period. The platform was excluded from scope diagrams because the OSC believed contractual boundaries placed responsibility on the ESP. Which consideration should most strongly drive the conclusion?","The rarity of emergency usage","Whether the platform materially affects authentication objectives and scope completeness regardless of contractual responsibility","Whether the platform stores CUI","Whether compensating controls exist within the ESP contract","B","Assessment conclusions should consider actual access paths, scope completeness, and materiality. Contractual responsibility does not remove scope relevance.","CAP v5.6.1; CMMC Assessment Scope Level 2; Assessment Guide Level 2","CAP|Materiality|ESP|Scope Validation|IA"
"SB-497","Study","Domains 1/2/5 - Ecosystem and Ethics","Elite","A Lead Assessor discovers after evidence collection that a team member previously designed several controls under review. The evidence collected appears technically sound, and no bias is evident. Reporting deadlines are imminent. Which action best preserves confidence in the assessment?","Retain all conclusions because evidence quality appears sufficient","Disclose and manage the objectivity concern even if no actual bias is demonstrated","Ignore the issue because the controls function correctly","Delay reporting until the next assessment cycle","B","Professional obligations require addressing both actual and perceived conflicts that may affect confidence in assessment conclusions.","Code of Professional Conduct v2.4; CAP v5.6.1","CoPC|Conflict of Interest|Objectivity|Assessment Team"
"SB-498","Study","Domains 4/5/6 - Integrated Assessment","Elite","Testing demonstrates secure boundary protections and encryption. Later, packet captures reveal an undocumented vendor tunnel providing persistent access to CUI Assets. The tunnel is managed through a shared orchestration platform previously classified Out-of-Scope because it retained only metadata. Which issue deserves the greatest scrutiny?","Whether the packet captures are recent","Whether the tunnel and orchestration platform materially affect communication protections and scope assumptions","Whether the vendor contract authorizes remote support","Whether encryption remains enabled","B","Actual connectivity and protective authority may invalidate prior scope assumptions and affect multiple practice objectives.","CAP v5.6.1; CMMC Assessment Scope Level 2; Assessment Guide Level 2","SC|ESP|SPA|Boundary Protection|Scope Validation"
"SB-499","Study","Domains 3/5 - Governance and Assessment","Elite","Policies, interviews, demonstrations, and screenshots all support a practice. Independent log analysis and ticket histories consistently indicate personnel bypass the process during normal operations. All evidence sources appear equally credible. Which principle should ultimately govern the assessment conclusion?","Majority agreement among evidence sources","Operational evidence demonstrating actual implementation after reconciliation of contradictions","Management intent reflected in policy","Historical assessment outcomes","B","Assessment conclusions should be based on actual implementation and objective reconciliation of contradictory evidence.","CAP v5.6.1; Assessment Guide Level 2","CAP|Contradictory Evidence|Implementation|Objectivity"
"SB-500","Study","Domains 1/2/3/4/5/6 - Integrated Assessment","Elite","During the final quality review, assessors determine that a shared identity provider, an ESP-operated MDR platform, and a cloud backup service were excluded because none stored CUI directly. Additional evidence shows these services collectively enforce authentication, quarantine endpoints, restore encrypted CUI, and maintain privileged access paths across every enclave. Management argues that no incidents occurred and remediation funding is approved. Which principle should most strongly govern the final assessment position?","Absence of incidents and planned remediation justify maintaining current conclusions","Assessment conclusions must be based on objective evidence, scope completeness, materiality, and current implementation regardless of future intentions","Management risk acceptance determines whether exclusions are material","Contractual ownership of the services determines scope relevance","B","Assessment conclusions should reflect objective evidence, scope completeness, and materiality. Future remediation, contractual ownership, and absence of incidents do not replace current implementation evidence.","CAP v5.6.1; CMMC Assessment Scope Level 2; Assessment Guide Level 2; Code of Professional Conduct v2.4; CCP Blueprint v7.4","CAP|Materiality|Scope Validation|ESP|SPA|Objectivity|Integrated"
