id,exam,domain,difficulty,question,A,B,C,D,answer,explanation,reference,tags
"BRAVO-009","Bravo","Domain 2 - Code of Professional Conduct","Elite","A CCP is asked by a client to omit a significant weakness from a readiness report because disclosure may jeopardize funding. What action best supports professional responsibilities?","Exclude the issue because readiness reviews are informal","Document findings accurately and maintain professional integrity","Delay the report until the issue is corrected","Report only weaknesses affecting certification","B","Integrity and objectivity require accurate reporting regardless of external pressure.","Code of Professional Conduct v2.3","CoPC|Integrity|Objectivity"
"BRAVO-010","Bravo","Domain 1 - CMMC Ecosystem","Hard","An OSC believes that employing a CCP guarantees successful certification because expertise eliminates assessment risk. Which response is most accurate?","Certification depends on evidence and assessment outcomes, not personnel titles","A CCP may independently approve certification decisions","Certification depends primarily on contract value","Employing multiple CCPs guarantees success","A","Certification outcomes are based on implementation and assessment results, not credentials alone.","CCP Blueprint v7.4","Ecosystem|Roles"
"BRAVO-011","Bravo","Domain 3 - Governance and Source Documents","Elite","An engineer references an archived internal checklist that conflicts with recently updated assessment objectives. Which principle should guide the organization's decision?","Historical success outweighs current guidance","Current authoritative guidance should drive implementation","Engineering preference controls compliance decisions","Any documented procedure is equally valid","B","Current authoritative documents should be used when evaluating implementation.","Assessment Guide Level 2","Governance|Currency"
"BRAVO-012","Bravo","Domain 2 - Code of Professional Conduct","Hard","During an engagement, a practitioner discovers that prior consulting advice they provided may have contributed to a control deficiency. Which response best aligns with professional expectations?","Avoid mentioning the issue to prevent bias allegations","Disclose the situation and maintain objectivity","Withdraw all documentation from the assessment","Transfer responsibility to the OSC immediately","B","Transparency and objectivity are essential when potential conflicts arise.","Code of Professional Conduct v2.3","CoPC|Conflicts of Interest"
"BRAVO-013","Bravo","Domain 3 - Governance and Source Documents","Elite","A security lead asks which document provides assessment objectives and discussion statements used to evaluate implementation rather than prescribe organizational policy. Which source is most appropriate?","Code of Professional Conduct","Assessment Guide Level 2","Corporate security handbook","Contract performance statement","B","The Assessment Guide contains objectives and discussion statements supporting assessment activities.","Assessment Guide Level 2","Governance|Assessment Guide"
"BRAVO-014","Bravo","Domain 1 - CMMC Ecosystem","Elite","A contractor assumes that successful completion of consulting activities creates an obligation for assessors to reach favorable conclusions. Which statement is most accurate?","Consulting outcomes influence certification decisions","Assessment conclusions must remain evidence-based and independent","Consultants determine final certification status","Readiness reviews eliminate the need for formal assessments","B","Assessment decisions must remain objective and independent regardless of prior consulting efforts.","CCP Blueprint v7.4","Ecosystem|Independence"
"BRAVO-015","Bravo","Domain 3 - Governance and Source Documents","Elite","During preparation for a Level 2 assessment, a security manager relies on an internal standard developed years earlier. A recently updated Assessment Guide objective appears inconsistent with the local procedure. Which action is most appropriate?","Maintain the existing procedure because internal standards control implementation","Align implementation with current authoritative guidance while reconciling internal procedures","Delay the assessment until a new contract is issued","Use whichever requirement is easier to satisfy","B","Organizations should align implementation with current authoritative guidance and reconcile conflicting internal documents.","Assessment Guide Level 2","Governance|Source Hierarchy"
"BRAVO-016","Bravo","Domain 1 - CMMC Ecosystem","Elite","An OSC assumes a Registered Practitioner may independently determine certification outcomes because the practitioner assisted with readiness activities. Which response is most accurate?","Certification decisions are based on defined assessment and ecosystem processes","Registered Practitioners issue certifications after reviewing evidence","The OSC determines certification status internally","Certification decisions are made by contract administrators","A","Roles within the CMMC ecosystem are separated to preserve independence and objectivity.","CCP Blueprint v7.4","Ecosystem|Roles"
"BRAVO-017","Bravo","Domain 2 - Code of Professional Conduct","Elite","A CCP discovers that a former employer, now an assessment client, omitted information that could materially affect results. Which action best aligns with professional responsibilities?","Remain silent because the information was learned previously","Disclose and address the issue objectively through appropriate channels","Withdraw all prior evidence from consideration","Modify findings to avoid appearance of bias","B","Integrity and objectivity require professionals to address material issues regardless of prior relationships.","Code of Professional Conduct v2.3","CoPC|Integrity"
"BRAVO-018","Bravo","Domain 3 - Governance and Source Documents","Hard","A team member asks which document provides detailed assessment objectives used to determine whether implementation satisfies practices. Which source is most appropriate?","Code of Professional Conduct","CMMC Scoping Guide","Assessment Guide Level 2","Contractor security awareness training","C","The Assessment Guide contains objectives and discussion supporting practice evaluation.","Assessment Guide Level 2","Governance|Assessment Guide"
"BRAVO-019","Bravo","Domain 1 - CMMC Ecosystem","Elite","A contractor believes a successful gap assessment guarantees a favorable certification result. Which statement is most accurate?","Readiness activities and certification assessments serve different purposes","Gap assessments automatically establish compliance","Certification depends on the readiness provider's opinion","Certification status is determined by system owners","A","Readiness reviews do not replace independent assessment activities.","CCP Blueprint v7.4","Ecosystem|Assessment Roles"
"BRAVO-020","Bravo","Domain 2 - Code of Professional Conduct","Elite","During an engagement, a client representative offers future consulting work contingent upon favorable reporting. Which response most closely aligns with professional expectations?","Accept the arrangement because future work is unrelated","Continue the engagement but omit documentation of the offer","Maintain independence and avoid arrangements that impair objectivity","Delegate reporting responsibilities to the client","C","Professional independence and objectivity must be preserved.","Code of Professional Conduct v2.3","CoPC|Objectivity"
"BRAVO-021","Bravo","Domain 3 - Governance and Source Documents","Elite","An organization receives differing interpretations from two consultants regarding the handling of CUI assets. Which approach should most strongly guide implementation decisions?","Adopt the interpretation requiring the least effort","Use consensus between the consultants regardless of references","Rely on current authoritative CMMC source documents and supporting guidance","Postpone decisions until after the assessment begins","C","Authoritative source documents should drive implementation decisions when opinions differ.","CCP Blueprint v7.4; CMMC Scoping Guide Level 2","Governance|Authoritative Sources"
"BRAVO-022","Bravo","Domain 2 - Code of Professional Conduct","Elite","A CCP discovers that a colleague assigned to the same engagement previously accepted paid consulting work from the OSC and failed to disclose the relationship. Which response most closely aligns with professional responsibilities?","Continue the engagement because the work was completed before the assessment","Document the concern and ensure the potential conflict is appropriately addressed","Assume independence is unaffected because consulting and assessments are separate","Delay all assessment activities until contract renewal","B","Professional integrity requires transparency and management of potential conflicts of interest.","Code of Professional Conduct v2.3","CoPC|Conflicts of Interest"
"BRAVO-023","Bravo","Domain 3 - Governance and Source Documents","Elite","A security architect receives contradictory recommendations from two vendors regarding implementation priorities. Neither recommendation cites authoritative references. Which approach is most appropriate?","Select the solution with lower cost","Implement both approaches to avoid disagreement","Use current authoritative CMMC guidance to determine priorities","Follow whichever recommendation was received first","C","Authoritative source documents should guide implementation decisions when opinions differ.","CCP Blueprint v7.4","Governance|Authoritative Sources"
"BRAVO-024","Bravo","Domain 1 - CMMC Ecosystem","Hard","An OSC expects a readiness review provider to guarantee certification because deficiencies were not identified during consulting. Which statement is most accurate?","Consulting outcomes influence assessment scoring","Certification depends upon evidence collected during formal assessment activities","Readiness reviews substitute for independent assessments","Certification decisions are made jointly with the OSC","B","Readiness services and certification assessments are distinct activities with different purposes.","CCP Blueprint v7.4","Ecosystem|Assessment Roles"
"BRAVO-025","Bravo","Domain 3 - Governance and Source Documents","Elite","A practitioner encounters an outdated local policy that conflicts with recently updated assessment objectives. Which principle should drive resolution?","Existing practices should remain unchanged to preserve stability","Current authoritative guidance should take precedence over legacy procedures","Contractors may choose either source if implementation is consistent","Assessment objectives apply only after certification","B","Organizations should align with current authoritative guidance when resolving conflicts.","Assessment Guide Level 2","Governance|Source Hierarchy"
"BRAVO-026","Bravo","Domain 2 - Code of Professional Conduct","Elite","During a readiness engagement, an executive asks a CCP to omit negative observations because they are already being corrected. Which response best reflects professional conduct expectations?","Exclude the observations because remediation has begun","Document findings accurately regardless of anticipated corrections","Delay reporting until remediation is complete","Report only issues affecting certification eligibility","B","Integrity requires accurate and objective reporting of observed conditions.","Code of Professional Conduct v2.3","CoPC|Integrity"
"BRAVO-027","Bravo","Domain 1 - CMMC Ecosystem","Elite","A contractor assumes that the presence of certified personnel within the company is sufficient evidence of compliance. Which response is most accurate?","Certified personnel replace the need for objective evidence","Compliance depends upon demonstrated implementation rather than personnel credentials","Certification status is determined by workforce experience","Organizations may self-certify when employing CCPs","B","Implementation evidence, not titles or credentials, supports assessment conclusions.","CCP Blueprint v7.4","Ecosystem|Evidence"
"BRAVO-028","Bravo","Domain 3 - Governance and Source Documents","Elite","A security manager asks which document should be used to understand assessment objectives and discussion supporting practice evaluation rather than organizational ethics or scoping categories. Which source is most appropriate?","Code of Professional Conduct","CMMC Scoping Guide","Assessment Guide Level 2","CAP v5.6","C","The Assessment Guide provides objectives and discussion used to evaluate implementation.","Assessment Guide Level 2","Governance|Assessment Guide"
"BRAVO-029","Bravo","Domain 3 - Governance and Source Documents","Elite","An OSC receives CUI handling instructions from a prime contractor that conflict with its outdated internal data classification guide. Which action is best?","Follow the internal guide because it is approved locally","Ignore the prime contractor because only government markings matter","Reconcile the conflict using authoritative CUI and CMMC source documents","Treat all contract data as public until the assessment begins","C","CUI handling decisions should be based on authoritative source documents and applicable contract requirements, not outdated internal guidance.","CCP Blueprint v7.4; CUI source guidance","Governance|CUI|Source Documents"
"BRAVO-030","Bravo","Domain 2 - Code of Professional Conduct","Elite","A CCP notices that a colleague's report wording makes an unresolved issue appear fully corrected. The colleague says the wording is technically defensible. What is the best response?","Accept the wording if the client prefers it","Focus on whether the report accurately represents material facts","Remove the issue from the report to avoid disagreement","Defer all reporting decisions to the OSC","B","Information integrity requires accurate representation of material facts, not technically evasive wording.","Code of Professional Conduct v2.3","CoPC|Information Integrity"
"BRAVO-031","Bravo","Domain 1 - CMMC Ecosystem","Hard","An OSC asks whether a Registered Provider Organization can perform the same role as a C3PAO during certification. What is the best answer?","Yes, if the RPO employs experienced consultants","No, RPOs provide consulting support and do not conduct certified assessments","Yes, if the OSC approves the scope","No, only DIBCAC may conduct any assessment","B","RPOs may provide consulting support, while C3PAOs conduct authorized third-party assessments.","CCP Blueprint v7.4","Ecosystem|RPO|C3PAO"
"BRAVO-032","Bravo","Domain 3 - Governance and Source Documents","Elite","An OSC wants to treat FCI and CUI the same way to simplify procedures. What is the strongest concern?","FCI and CUI have different safeguarding and dissemination expectations","FCI is always more sensitive than CUI","CUI applies only to classified systems","FCI cannot appear in contracts","A","FCI and CUI are different information categories with different protection expectations.","CCP Blueprint v7.4","Governance|FCI|CUI"
"BRAVO-033","Bravo","Domain 2 - Code of Professional Conduct","Elite","A practitioner is asked to reuse proprietary assessment templates from a previous employer because they are effective. No permission exists. Which principle is most directly implicated?","Objectivity","Respect for intellectual property","Assessment sampling","Evidence sufficiency","B","Using proprietary materials without authorization violates respect for intellectual property.","Code of Professional Conduct v2.3","CoPC|Intellectual Property"
"BRAVO-034","Bravo","Domain 3 - Governance and Source Documents","Hard","A compliance manager asks why CMMC Level 2 is more demanding than Level 1. Which explanation is most accurate?","Level 2 aligns with NIST SP 800-171 requirements for protecting CUI","Level 2 applies only to classified information","Level 2 replaces all contract clauses","Level 2 is only a training requirement","A","CMMC Level 2 aligns with NIST SP 800-171 requirements for protecting CUI.","CCP Blueprint v7.4","Governance|Level 2|NIST SP 800-171"
"BRAVO-035","Bravo","Domain 1 - CMMC Ecosystem","Elite","An OSC assumes the Lead Assessor must help remediate deficiencies during the assessment to ensure fairness. Which response is best?","The Lead Assessor may remediate if the OSC requests help","Assessment roles must preserve independence from implementation assistance","Remediation is required before evidence collection","The OSC decides whether independence matters","B","Assessment roles must remain independent and evidence-based; remediation support creates objectivity concerns.","CCP Blueprint v7.4; CAP v5.6","Ecosystem|Lead Assessor|Independence"
"BRAVO-036","Bravo","Domain 3 - Governance and Source Documents","Elite","A system owner argues that because CMMC is not open book, source documents are irrelevant to preparation. What is the best response?","Source documents are still the foundation for understanding exam objectives and assessment expectations","Only commercial practice tests should be used","Source documents matter only to CCAs","The exam tests general cybersecurity knowledge only","A","The CCP exam is based on the CMMC model, source documents, governance, scoping, CAP, and ethics.","CCP Blueprint v7.4","Governance|Source Documents|Exam Prep"
"BRAVO-037","Bravo","Domain 2 - Code of Professional Conduct","Hard","A client asks a CCP to sign an NDA that prevents disclosure of unethical conduct discovered during the engagement. Which concern is most direct?","The NDA may conflict with lawful and ethical responsibilities","The NDA automatically replaces professional obligations","The NDA eliminates confidentiality duties","The NDA converts the engagement into an assessment","A","Contracts and NDAs do not remove lawful and ethical professional obligations.","Code of Professional Conduct v2.3","CoPC|NDA|Ethics"
"BRAVO-038","Bravo","Domain 3 - Governance and Source Documents","Elite","An OSC receives a spreadsheet of controls from a vendor and assumes it is equivalent to the CMMC Assessment Guide. Which response is best?","Vendor mappings may help planning but do not replace authoritative assessment objectives","Vendor spreadsheets are always sufficient evidence","Vendor mappings determine scoring","Assessment Guides apply only to assessors, not OSCs","A","Vendor materials may support preparation but do not replace authoritative CMMC assessment guidance.","Assessment Guide Level 2; CCP Blueprint v7.4","Governance|Assessment Guide|Vendor Material"
"BRAVO-039","Bravo","Domain 1 - CMMC Ecosystem","Hard","Which statement best reflects the CCP role on an assessment team?","A CCP may support assessment activities within authorized role boundaries","A CCP independently issues final certification decisions","A CCP replaces the Lead Assessor when technical controls are involved","A CCP may certify any OSC after training","A","A CCP may support assessment activities but does not independently issue certification decisions.","CCP Blueprint v7.4","Ecosystem|CCP|Assessment Team"
"BRAVO-040","Bravo","Domain 3 - Governance and Source Documents","Elite","An OSC treats CUI markings from a subcontractor as optional because the data did not come directly from the government. What is the best concern?","CUI handling obligations can follow the information and applicable contract flow-downs","Only prime contractors handle CUI","Subcontractor data is always FCI","CUI markings are never relevant to contractors","A","CUI handling responsibilities may apply to authorized holders and flow through contractual relationships.","CCP Blueprint v7.4","Governance|CUI|Flowdown"
"BRAVO-041","Bravo","Domain 2 - Code of Professional Conduct","Elite","A CCP identifies a potential conflict of interest but believes they can remain unbiased. What is the best action?","Do nothing unless bias is proven","Identify and manage the conflict through proper disclosure and process","Continue and document only favorable evidence","Ask the OSC whether they mind","B","Potential conflicts must be disclosed and managed; subjective confidence is not enough.","Code of Professional Conduct v2.3","CoPC|Conflict of Interest|Objectivity"
"BRAVO-042","Bravo","Domain 3 - Governance and Source Documents","Hard","Which source is most appropriate for understanding official CUI categories and markings?","ISOO CUI Registry","An internal help desk knowledge base","A vendor security white paper","A readiness consultant's checklist","A","The ISOO CUI Registry supports understanding official CUI categories and markings.","CCP Blueprint v7.4","Governance|CUI Registry"
"BRAVO-043","Bravo","Domain 1 - CMMC Ecosystem","Elite","An OSC wants the same consultant who designed its CUI enclave to serve on the certification assessment team. What is the strongest concern?","The consultant may lack technical knowledge","The arrangement may impair assessment independence and objectivity","The enclave cannot be assessed if consultants were involved","The OSC must use DIBCAC instead","B","Prior implementation work may create independence and objectivity concerns for assessment participation.","CCP Blueprint v7.4; Code of Professional Conduct v2.3","Ecosystem|Objectivity|Conflict of Interest"
"BRAVO-044","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","A system administrator proposes allowing developers to retain local administrator rights because endpoint controls block known malware. Which consideration is most significant?","Endpoint protection compensates fully for excessive privileges","Least privilege should be preserved because preventive controls address different risks","Local administrator rights are acceptable when users acknowledge responsibility","Administrative rights are irrelevant if logging is enabled","B","Protective technologies do not eliminate the need to restrict privileges to authorized functions.","Assessment Guide Level 2","AC|Least Privilege"
"BRAVO-045","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","An OSC implements MFA for VPN access but allows emergency privileged access through a bypass mechanism requiring only a password. Which concern is most significant?","The bypass may undermine identity assurance for privileged access","Emergency access always exempts MFA requirements","Password complexity compensates for MFA exceptions","Privileged accounts are outside normal authentication expectations","A","Exceptions that bypass MFA may weaken authentication protections for privileged access.","Assessment Guide Level 2","IA|MFA"
"BRAVO-046","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Hard","Printed engineering drawings containing CUI are stored in locked cabinets, but cleaning personnel have unrestricted access to master keys. Which issue is most significant?","Media markings are inadequate","Physical protections may be ineffective despite locked storage","Paper records are inherently low risk","Master key access is irrelevant if logs exist","B","Physical protection mechanisms must be effective, not merely documented.","Assessment Guide Level 2","MP|PE"
"BRAVO-047","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","A network team encrypts traffic leaving the organization but transmits sensitive traffic internally in clear text across shared infrastructure. Which factor most influences risk?","Encryption is required only externally","Internal trust eliminates exposure concerns","Shared infrastructure may expose communications despite internal boundaries","Clear-text traffic is acceptable if segmented by VLAN","C","Communications protection depends on exposure paths, not assumptions about internal trust.","Assessment Guide Level 2","SC|Encryption"
"BRAVO-048","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","Malware signatures are updated automatically, but failed updates generate alerts no one reviews. Which weakness is most significant?","Signature updates eliminate the need for monitoring","Alert review is unnecessary when automation exists","Protection mechanisms require operational oversight","False positives are more dangerous than missed alerts","C","Security mechanisms require monitoring and response, not just installation.","Assessment Guide Level 2","SI|Malicious Code"
"BRAVO-049","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Hard","Users authenticate uniquely, but service accounts are shared among multiple administrators for convenience. Which concern is most direct?","Credential rotation frequency","Loss of accountability","Excessive session timeout","Visitor access management","B","Shared credentials reduce traceability and accountability.","Assessment Guide Level 2","IA|Accountability"
"BRAVO-050","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","An OSC limits user permissions but allows unrestricted software installation to avoid support requests. Which principle is most directly affected?","Least functionality","Media accountability","Cryptographic protection","Personnel screening","A","Limiting unnecessary functionality reduces attack surface.","Assessment Guide Level 2","CM|Least Functionality"
"BRAVO-051","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","An organization maintains current patches but delays deployment of critical out-of-band fixes for months pending quarterly maintenance windows. Which issue is most significant?","Patch cadence alone determines compliance","Flaw remediation timeliness may not align with risk","Emergency fixes should never bypass schedules","Quarterly updates eliminate vulnerability concerns","B","Timeliness is a key component of effective flaw remediation.","Assessment Guide Level 2","SI|Flaw Remediation"
"BRAVO-052","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Hard","Employees badge into a controlled area individually, but visitors are escorted by contractors who lack authorization to approve access. Which issue is most significant?","Escort authority and visitor control","Badge color standards","Visitor sign-in forms","Camera placement","A","Physical protection includes proper authorization and control of visitors.","Assessment Guide Level 2","PE|Visitor Control"
"BRAVO-053","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","A firewall blocks inbound traffic effectively, but outbound traffic to unknown destinations is unrestricted. Which principle is most directly implicated?","Boundary protection applies only to inbound traffic","Outbound communications require control as well","Outbound traffic is addressed only through awareness training","Encryption alone addresses destination risk","B","Boundary protection encompasses communications entering and leaving systems.","Assessment Guide Level 2","SC|Boundary Protection"
"BRAVO-054","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","Users are required to lock screens manually, but observations show unattended sessions frequently remain active. Which concern is most significant?","Training frequency","Session protection depends on reliable mechanisms, not user behavior alone","Screen savers create usability issues","Idle sessions affect only availability","B","Automated session controls reduce reliance on human behavior.","Assessment Guide Level 2","AC|Session Lock"
"BRAVO-055","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Hard","Backup tapes are encrypted and inventoried, but transport logs cannot establish chain of custody during shipment. Which issue is most significant?","Encryption eliminates accountability concerns","Media accountability may be insufficient","Physical transportation is outside scope","Media markings are unnecessary","B","Protection includes accountability during transport.","Assessment Guide Level 2","MP|Media Accountability"
"BRAVO-056","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","A vulnerability scanner reports critical findings, but asset owners routinely suppress alerts without documenting rationale. Which concern is most significant?","Alert fatigue is expected","Risk decisions require visibility and justification","Suppressed findings improve efficiency","Vulnerability scanners are advisory only","B","Flaw remediation depends upon visibility and accountable risk decisions.","Assessment Guide Level 2","SI|Vulnerability Management"
"BRAVO-057","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","Administrative accounts require MFA, but cached credentials permit privileged access when identity services are unavailable. Which issue deserves the greatest scrutiny?","Availability always outweighs identity assurance","Offline access mechanisms may introduce authentication risk","Caching strengthens accountability","Privileged users are exempt during outages","B","Emergency mechanisms should not undermine authentication protections.","Assessment Guide Level 2","IA|MFA"
"BRAVO-058","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Hard","Sensitive print jobs are released automatically to shared devices in open areas. Which issue is most direct?","Media exposure before user retrieval","Password complexity","Remote access controls","Boundary protection","A","Physical exposure of printed CUI creates risk.","Assessment Guide Level 2","MP|Paper Media"
"BRAVO-059","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","An OSC allows remote administration from unmanaged devices because VPN encryption is enabled. Which concern is most significant?","Encryption alone does not establish trusted endpoints","VPNs eliminate endpoint risks","Remote administration requires only passwords","Unmanaged devices are equivalent to corporate assets","A","Communications protections do not replace endpoint trust requirements.","Assessment Guide Level 2","SC|Remote Access"
"BRAVO-060","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","Antivirus software blocks known threats, but users frequently disable protection to improve performance. Which weakness is most significant?","Protection mechanisms are not consistently enforced","Performance optimization outweighs security","Malware protection is optional when patching is current","Awareness training replaces technical controls","A","Security mechanisms must operate consistently to remain effective.","Assessment Guide Level 2","SI|Malicious Code"
"BRAVO-061","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Hard","A help desk process grants elevated privileges temporarily, but no review verifies removal afterward. Which principle is most directly affected?","Least privilege lifecycle management","Physical access","Media sanitization","Boundary protection","A","Temporary privileges should be controlled and removed when no longer needed.","Assessment Guide Level 2","AC|Least Privilege"
"BRAVO-062","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","Wireless guest traffic and CUI traffic share the same infrastructure but rely solely on logical separation. Which consideration is most important?","Segmentation effectiveness should be evaluated rather than assumed","Wireless traffic is inherently trusted","Guest access improves monitoring","Physical separation is always mandatory","A","Logical separation must be evaluated for effectiveness.","Assessment Guide Level 2","SC|Segmentation"
"BRAVO-063","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","A privileged user authenticates properly but performs routine email and web browsing with administrative credentials. Which concern is most significant?","Media accountability","Least privilege and exposure reduction","Visitor management","Backup retention","B","Privileged accounts should be restricted to authorized administrative activities to reduce exposure.","Assessment Guide Level 2","AC|Least Privilege|IA"
"BRAVO-064","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","An OSC uses role-based access controls correctly, but emergency access requests are approved verbally and never documented. Which issue is most significant?","Lack of media accountability","Inadequate traceability of privileged access decisions","Insufficient physical access restrictions","Weak cryptographic protections","B","Emergency access should remain controlled and auditable.","Assessment Guide Level 2","AC|Privileged Access"
"BRAVO-065","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","A privileged account requires MFA, but a legacy application forces administrators to store credentials in scripts. Which concern deserves the greatest attention?","Credential exposure undermining authentication controls","Session timeout settings","Visitor access procedures","Paper media handling","A","Stored credentials can negate the intended protection of MFA.","Assessment Guide Level 2","IA|Credential Protection"
"BRAVO-066","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Hard","A secure printer requires badge release, but printed reports are routinely left in conference rooms after meetings. Which issue is most direct?","Boundary protection","Physical exposure of media after authorized access","Remote access policy","Malicious code prevention","B","Protection of media extends beyond initial release mechanisms.","Assessment Guide Level 2","MP|Physical Media"
"BRAVO-067","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","An OSC segments engineering and corporate networks, but temporary firewall rules remain in place months after troubleshooting. Which principle is most affected?","Session lock","Sustained boundary protection effectiveness","Visitor management","Media transport accountability","B","Temporary exceptions should not become permanent weaknesses.","Assessment Guide Level 2","SC|Boundary Protection"
"BRAVO-068","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","Patch management reports show 98% compliance, but unsupported systems cannot receive updates and lack compensating measures. Which issue is most significant?","Overall compliance percentage","Residual risk from unsupported assets","Physical access control","Credential complexity","B","Unsupported systems require additional risk mitigation.","Assessment Guide Level 2","SI|Flaw Remediation"
"BRAVO-069","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Hard","Users authenticate uniquely, but administrators routinely approve access requests without validating business need. Which principle is weakened?","Media sanitization","Least privilege","Physical escort procedures","Boundary defense","B","Access decisions should align with authorized responsibilities.","Assessment Guide Level 2","AC|Least Privilege"
"BRAVO-070","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","Remote contractors authenticate with MFA, but shared jump servers preserve active sessions between users. Which concern is most significant?","Loss of individual accountability","Encryption overhead","Patch frequency","Visitor logging","A","Persisting sessions can undermine user attribution.","Assessment Guide Level 2","IA|Accountability"
"BRAVO-071","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Hard","Portable hard drives containing encrypted backups are transported securely, but inventory records are updated weeks later. Which issue is most direct?","Delayed accountability for media movement","Weak password complexity","Unrestricted remote access","Session timeout failures","A","Timely accountability is essential for media control.","Assessment Guide Level 2","MP|Media Accountability"
"BRAVO-072","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","Traffic between virtualized systems hosting CUI remains unencrypted because administrators assume the hypervisor provides sufficient isolation. Which concern is most significant?","Hypervisors eliminate communication risks","Trust assumptions may not provide adequate communication protection","Physical security controls","Media retention requirements","B","Isolation assumptions should be evaluated rather than presumed.","Assessment Guide Level 2","SC|Encryption"
"BRAVO-073","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","Anti-malware alerts are routed to email inboxes that no one monitors after personnel turnover. Which issue is most direct?","Signature age","Breakdown of operational monitoring","Visitor escort procedures","Media labeling","B","Security controls require active operational support.","Assessment Guide Level 2","SI|Malicious Code"
"BRAVO-074","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Hard","Privileged users receive elevated access for maintenance, but exceptions are renewed automatically without review. Which principle is most affected?","Media protection","Least privilege lifecycle management","Boundary defense","Physical access authorization","B","Privileges should be reviewed and justified periodically.","Assessment Guide Level 2","AC|Least Privilege"
"BRAVO-075","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","An OSC requires strong passwords and MFA, but administrators share hardware tokens during after-hours support rotations. Which issue is most significant?","Token portability","Identity assurance and accountability","Patch deployment","Paper media security","B","Authentication mechanisms must preserve individual accountability.","Assessment Guide Level 2","IA|MFA"
"BRAVO-076","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Hard","Media disposal procedures require shredding, but containers remain unlocked in publicly accessible hallways. Which concern is most direct?","Residual exposure before destruction","Firewall rule review","Patch cadence","Remote access restrictions","A","Protection applies until destruction is complete.","Assessment Guide Level 2","MP|Sanitization"
"BRAVO-077","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","Wireless access points enforce WPA3, but guest devices share routing infrastructure with CUI systems without inspection. Which issue is most significant?","Encryption alone","Segmentation and communication control","Badge issuance","Screen locking","B","Communication protections depend on effective segmentation and monitoring.","Assessment Guide Level 2","SC|Segmentation"
"BRAVO-078","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","Vulnerability scans are performed monthly, but scan exclusions are never reviewed and have accumulated for years. Which issue deserves greatest scrutiny?","Potential blind spots in flaw identification","Visitor logs","Media transport","Authentication token lifespan","A","Exclusions should be justified and periodically reassessed.","Assessment Guide Level 2","SI|Vulnerability Management"
"BRAVO-079","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Hard","Employees may access CUI from approved laptops, but browser password managers automatically fill credentials on personal web services. Which issue is most direct?","Boundary protection","Credential exposure and inappropriate reuse","Media retention","Physical access","B","Credential handling practices influence authentication risk.","Assessment Guide Level 2","IA|Credential Protection"
"BRAVO-080","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","Server rooms are badge-controlled, but emergency override keys are stored in unlocked desks. Which concern is most significant?","Compromise of physical access controls","Session lock settings","Software inventory","Patch verification","A","Physical protections are only as strong as override mechanisms.","Assessment Guide Level 2","PE|Physical Access"
"BRAVO-081","Bravo","Domain 4 - Model Construct and Implementation Evaluation","Elite","Outbound traffic is inspected, but encrypted tunnels established by administrators bypass monitoring controls. Which principle is most affected?","Media accountability","Boundary protection visibility","Visitor management","Paper media security","B","Monitoring blind spots may weaken communication controls.","Assessment Guide Level 2","SC|Boundary Protection"
